Team Name,ESPN_ID,Team Name_1,HR_franch,Division,Elo Rating,Sims,Games,Wins,Losses,OT/SO L,Points,Div. Rk,Win Div.%,Playoffs%,Ovr. Rk,Make 2nd Rd,Make 3rd Rd,Make Finals,Win Finals,Rem. SOS,Rank,datestamp
Avalanche,col,Colorado Avalanche,COL,West,1578,2500,56,36.6,19.4,4.9,78.2,2.02,12.96,100,4.42,61.64,33.04,19.92,10.92,1472,27,2021-04-30
Hurricanes,car,Carolina Hurricanes,CAR,Central,1571,2500,56,36.8,19.2,7.6,81.3,1.22,79.4,100,2.38,65.2,31.96,18.6,9.04,1461,30,2021-04-30
Maple Leafs,tor,Toronto Maple Leafs,TOR,North,1549,2500,56,35.5,20.5,5.7,76.7,1.03,96.72,100,6.07,67,39.76,17.44,7.6,1480,24,2021-04-30
Bruins,bos,Boston Bruins,BOS,East,1567,2500,56,33.2,22.8,6.8,73.1,3.15,6.76,99.84,9.65,53.4,28.56,14.08,7.16,1483,21,2021-04-30
Penguins,pit,Pittsburgh Penguins,PIT,East,1552,2500,56,36,20,3.5,75.5,1.86,40.6,100,6.88,49.56,24.48,11.68,6.08,1480,23,2021-04-30
Capitals,wsh,Washington Capitals,WSH,East,1549,2500,56,35.3,20.7,5.7,76.2,1.82,48.08,100,6.58,48.28,23.56,11.28,5.12,1507,15,2021-04-30
Islanders,nyi,New York Islanders,NYI,East,1551,2500,56,33.7,22.3,5.7,73,3.18,4.56,99.92,9.68,48.72,23.36,10.48,4.8,1464,29,2021-04-30
Oilers,edm,Edmonton Oilers,EDM,North,1524,2500,56,33.5,22.5,2.9,69.9,2.09,3.28,100,11.42,54.48,27.4,10.68,4.16,1479,25,2021-04-30
Wild,min,Minnesota Wild,MIN,West,1541,2500,56,35,21,4.8,74.7,2.83,0.8,100,7.97,39.08,16.4,8.16,3.88,1487,20,2021-04-30
Panthers,fla,Florida Panthers,FLA,Central,1537,2500,56,35.1,20.9,5.5,75.6,2.75,2.68,100,7.24,36.48,16.92,9,3.88,1519,12,2021-04-30
Jets,wpg,Winnipeg Jets,WPG,North,1517,2500,56,30.9,25.1,3.8,65.7,2.93,0,99.92,13.3,45.48,20.68,7.44,2.8,1471,28,2021-04-30
Blues,stl,St. Louis Blues,STL,West,1513,2500,56,27,29,7,60.9,4.02,0,98.12,16.26,28.12,10.76,4.24,2.32,1512,13,2021-04-30
Canadiens,mtl,Montreal Canadiens,MTL,North,1483,2500,56,24.8,31.2,9.9,59.6,4.13,0,83,17.51,27.4,9.96,2.52,0.76,1499,18,2021-04-30
Predators,nsh,Nashville Predators,NSH,Central,1499,2500,56,29.4,26.6,2.6,61.4,4.3,0,71,15.57,21.24,6.28,1.92,0.64,1502,16,2021-04-30
Stars,dal,Dallas Stars,DAL,Central,1514,2500,56,23.6,32.4,12.7,60,4.86,0,27.8,17.33,10.12,3.52,1.32,0.52,1578,1,2021-04-30
Flames,cgy,Calgary Flames,CGY,North,1495,2500,56,25.6,30.4,3.8,55.1,5.19,0,12.24,20.7,4.24,1.72,0.44,0.08,1475,26,2021-04-30
Rangers,nyr,New York Rangers,NYR,East,1525,2500,56,28.3,27.7,6.6,63.2,5.02,0,0.24,14.65,0.04,0.04,0.04,0,1567,2,2021-04-30
Flyers,phi,Philadelphia Flyers,PHI,East,1487,2500,56,24.9,31.1,7.7,57.5,5.98,0,0,19.08,0,0,0,0,1495,19,2021-04-30
Canucks,van,Vancouver Canucks,VAN,North,1474,2500,56,24.1,31.9,4.4,52.7,5.73,0,4.84,22.49,1.4,0.48,0.08,0,1532,6,2021-04-30
Blackhawks,chi,Chicago Blackhawks,CHI,Central,1471,2500,56,24.4,31.6,6.7,55.6,5.83,0,1.2,20.6,0.24,0,0,0,1546,5,2021-04-30
Coyotes,ari,Arizona Coyotes,PHX,West,1466,2500,56,23.9,32.1,5.7,53.5,5.48,0,1.32,22.23,0.24,0.12,0,0,1482,22,2021-04-30
Kings,la,Los Angeles Kings,LAK,West,1454,2500,56,21.7,34.3,7.1,50.5,6.4,0,0.24,24.45,0.08,0,0,0,1527,8,2021-04-30
Blue Jackets,cbj,Columbus Blue Jackets,CBJ,Central,1453,2500,56,18.5,37.5,10.6,47.6,7.35,0,0,26.78,0,0,0,0,1445,31,2021-04-30
Sharks,sj,San Jose Sharks,SJS,West,1447,2500,56,22.8,33.2,5.8,51.4,6.12,0,0.32,23.74,0.08,0,0,0,1527,7,2021-04-30
Senators,ott,Ottawa Senators,OTT,North,1438,2500,56,21.4,34.6,4.8,47.6,6.9,0,0,26.3,0,0,0,0,1508,14,2021-04-30
Devils,nj,New Jersey Devils,NJD,East,1434,2500,56,18.1,37.9,7.7,44,7.01,0,0,28.71,0,0,0,0,1551,4,2021-04-30
Ducks,ana,Anaheim Ducks,ANA,West,1417,2500,56,17.3,38.7,7.7,42.3,7.98,0,0,29.54,0,0,0,0,1519,11,2021-04-30
Sabres,buf,Buffalo Sabres,BUF,East,1413,2500,56,14.6,41.4,7.6,36.8,7.99,0,0,30.96,0,0,0,0,1565,3,2021-04-30
Red Wings,det,Detroit Red Wings,DET,Central,1404,2500,56,18.4,37.6,9.5,46.4,7.65,0,0,27.62,0,0,0,0,1524,9,2021-04-30
Golden Knights,vgs,Vegas Golden Knights,VEG,West,1589,2500,56,39.1,16.9,2.8,81,1.27,75.8,100,2.14,69.6,40.48,26.88,16,1522,10,2021-05-01
Lightning,tb,Tampa Bay Lightning,TBL,Central,1594,2500,56,37.7,18.3,2.7,78.1,2.03,17.52,100,4.23,66.52,40.56,25.44,14.8,1502,18,2021-05-01
Avalanche,col,Colorado Avalanche,COL,West,1581,2500,56,37,19,4.8,78.8,1.87,22.72,100,3.89,63.52,34.2,21.6,12.44,1481,22,2021-05-01
Hurricanes,car,Carolina Hurricanes,CAR,Central,1570,2500,56,36.8,19.2,7.6,81.3,1.22,80.16,100,2.24,65.48,32.4,18.96,10.12,1461,30,2021-05-01
Maple Leafs,tor,Toronto Maple Leafs,TOR,North,1549,2500,56,35.5,20.5,5.7,76.7,1.03,96.84,100,6.07,67.44,39.52,18.12,8.28,1481,23,2021-05-01
Bruins,bos,Boston Bruins,BOS,East,1567,2500,56,33.3,22.7,6.8,73.3,3.08,7.64,99.84,9.53,52.64,28.36,13.24,6.48,1483,21,2021-05-01
Penguins,pit,Pittsburgh Penguins,PIT,East,1552,2500,56,36,20,3.5,75.5,1.88,41.04,100,6.93,50.08,25.4,12.64,6.2,1480,25,2021-05-01
Islanders,nyi,New York Islanders,NYI,East,1550,2500,56,33.6,22.4,5.7,72.9,3.2,4.16,99.96,9.72,48.64,21.8,9.84,4.64,1464,28,2021-05-01
Capitals,wsh,Washington Capitals,WSH,East,1549,2500,56,35.3,20.7,5.7,76.2,1.84,47.16,100,6.65,48.6,24.4,11.32,4.64,1507,15,2021-05-01
Wild,min,Minnesota Wild,MIN,West,1541,2500,56,34.9,21.1,4.8,74.6,2.86,1.48,100,8.07,38.68,17,8.68,4.36,1485,20,2021-05-01
Panthers,fla,Florida Panthers,FLA,Central,1537,2500,56,35.1,20.9,5.5,75.6,2.75,2.32,100,7.25,36.16,16.52,7.24,3.2,1519,11,2021-05-01
Oilers,edm,Edmonton Oilers,EDM,North,1525,2500,56,33.5,22.5,2.9,69.8,2.03,3.16,100,11.37,54.52,26,9.16,3.2,1480,24,2021-05-01
Jets,wpg,Winnipeg Jets,WPG,North,1513,2500,56,30.4,25.6,3.7,64.4,3.05,0,99.52,13.68,44.52,21.12,6.72,2.36,1461,29,2021-05-01
Blues,stl,St. Louis Blues,STL,West,1513,2500,56,27,29,6.9,61,4.04,0,96.2,16.29,27.6,8.24,2.76,1.08,1511,13,2021-05-01
Predators,nsh,Nashville Predators,NSH,Central,1499,2500,56,29.4,26.6,2.6,61.5,4.29,0,71.96,15.55,21.6,6.92,2.24,0.8,1502,17,2021-05-01
Canadiens,mtl,Montreal Canadiens,MTL,North,1487,2500,56,25.3,30.7,9.8,60.5,4.02,0,88.96,16.89,29.72,12.04,3.24,0.72,1503,16,2021-05-01
Stars,dal,Dallas Stars,DAL,Central,1515,2500,56,23.6,32.4,12.7,60,4.88,0,27,17.47,10.04,3.48,1.16,0.56,1578,1,2021-05-01
Flames,cgy,Calgary Flames,CGY,North,1496,2500,56,25.7,30.3,3.8,55.1,5.24,0,7.8,20.85,2.64,0.76,0.36,0.04,1474,26,2021-05-01
Canucks,van,Vancouver Canucks,VAN,North,1475,2500,56,24.2,31.8,4.4,52.8,5.76,0,3.72,22.59,1.16,0.56,0.24,0.04,1532,8,2021-05-01
Blackhawks,chi,Chicago Blackhawks,CHI,Central,1471,2500,56,24.4,31.6,6.7,55.6,5.83,0,1.04,20.79,0.2,0.12,0.12,0.04,1546,5,2021-05-01
Rangers,nyr,New York Rangers,NYR,East,1524,2500,56,28.2,27.8,6.6,63.1,5.02,0,0.2,14.64,0.04,0.04,0,0,1567,2,2021-05-01
Flyers,phi,Philadelphia Flyers,PHI,East,1486,2500,56,24.9,31.1,7.7,57.5,5.98,0,0,19.28,0,0,0,0,1495,19,2021-05-01
Coyotes,ari,Arizona Coyotes,PHX,West,1471,2500,56,24.5,31.5,5.6,54.6,5.28,0,3.16,21.55,0.44,0.08,0.04,0,1468,27,2021-05-01
Kings,la,Los Angeles Kings,LAK,West,1457,2500,56,22.3,33.7,7,51.5,6.24,0,0.52,23.92,0.16,0,0,0,1537,7,2021-05-01
Blue Jackets,cbj,Columbus Blue Jackets,CBJ,Central,1453,2500,56,18.5,37.5,10.6,47.6,7.35,0,0,26.78,0,0,0,0,1445,31,2021-05-01
Sharks,sj,San Jose Sharks,SJS,West,1444,2500,56,22.5,33.5,5.7,50.7,6.44,0,0.12,24.37,0,0,0,0,1512,12,2021-05-01
Senators,ott,Ottawa Senators,OTT,North,1437,2500,56,21.5,34.5,4.7,47.6,6.88,0,0,26.31,0,0,0,0,1508,14,2021-05-01
Devils,nj,New Jersey Devils,NJD,East,1434,2500,56,18.1,37.9,7.7,44,7.01,0,0,28.61,0,0,0,0,1551,4,2021-05-01
Ducks,ana,Anaheim Ducks,ANA,West,1414,2500,56,16.7,39.3,7.6,41.1,8,0,0,29.83,0,0,0,0,1543,6,2021-05-01
Sabres,buf,Buffalo Sabres,BUF,East,1414,2500,56,14.6,41.4,7.6,36.8,7.99,0,0,30.93,0,0,0,0,1565,3,2021-05-01
Red Wings,det,Detroit Red Wings,DET,Central,1403,2500,56,18.4,37.6,9.5,46.3,7.65,0,0,27.57,0,0,0,0,1524,9,2021-05-01
Golden Knights,vgs,Vegas Golden Knights,VEG,West,1591,2500,56,39.5,16.5,2.6,81.7,1.25,77.76,100,1.94,69.28,41.08,27.24,15.8,1522,11,2021-05-03
Lightning,tb,Tampa Bay Lightning,TBL,Central,1595,2500,56,37.4,18.6,3.4,78.1,2.12,12.08,100,4.43,64.4,39.72,24.88,14.64,1526,9,2021-05-03
Avalanche,col,Colorado Avalanche,COL,West,1581,2500,56,37.3,18.7,4.8,79.4,1.88,21.44,100,3.66,62.72,32.6,20,11.76,1491,21,2021-05-03
Hurricanes,car,Carolina Hurricanes,CAR,Central,1572,2500,56,37.1,18.9,7.5,81.8,1.16,85.16,100,2.13,67.32,33.92,19.48,10.12,1472,25,2021-05-03
Bruins,bos,Boston Bruins,BOS,East,1570,2500,56,33.5,22.5,6.7,73.7,3.05,8.48,100,9.69,54.16,29.24,15.12,8.12,1503,16,2021-05-03
Maple Leafs,tor,Toronto Maple Leafs,TOR,North,1552,2500,56,35.9,20.1,5.6,77.4,1.02,97.52,100,5.82,66.68,38.48,18.16,7.04,1493,20,2021-05-03
Penguins,pit,Pittsburgh Penguins,PIT,East,1558,2500,56,36.5,19.5,3.4,76.5,1.46,66.52,100,6.27,51.68,26.2,12.44,6.16,1445,30,2021-05-03
Islanders,nyi,New York Islanders,NYI,East,1554,2500,56,34.1,21.9,5.5,73.6,3.05,5.56,100,9.67,48.44,24.32,11.16,5.08,1464,26,2021-05-03
Oilers,edm,Edmonton Oilers,EDM,North,1529,2500,56,33.9,22.1,2.8,70.6,2.01,2.48,100,11.29,56.36,28.72,10.84,4.28,1483,24,2021-05-03
Capitals,wsh,Washington Capitals,WSH,East,1544,2500,56,34.7,21.3,5.6,75,2.44,19.44,100,8.41,45.72,20.24,8.92,4.08,1504,15,2021-05-03
Panthers,fla,Florida Panthers,FLA,Central,1540,2500,56,35.5,20.5,5.3,76.4,2.72,2.76,100,6.88,37.68,16.32,8.04,3.72,1517,13,2021-05-03
Wild,min,Minnesota Wild,MIN,West,1543,2500,56,35.3,20.7,4.7,75.3,2.88,0.8,100,7.84,38.76,16.36,7.16,3.2,1490,22,2021-05-03
Jets,wpg,Winnipeg Jets,WPG,North,1514,2500,56,30.4,25.6,3.7,64.5,3.09,0,99.92,13.67,43.24,20.08,7.08,2.56,1459,27,2021-05-03
Blues,stl,St. Louis Blues,STL,West,1511,2500,56,26.6,29.4,7.8,61,4.02,0,98.08,16.18,28.84,9.8,3.56,1.48,1501,19,2021-05-03
Canadiens,mtl,Montreal Canadiens,MTL,North,1488,2500,56,25.7,30.3,9.7,61.1,3.92,0,96.4,16.26,32.28,12.28,3.36,1.16,1525,10,2021-05-03
Predators,nsh,Nashville Predators,NSH,Central,1500,2500,56,29.9,26.1,2.5,62.3,4.15,0,85.28,14.87,25.68,8.2,1.96,0.6,1512,14,2021-05-03
Stars,dal,Dallas Stars,DAL,Central,1513,2500,56,23.1,32.9,13.6,59.8,4.94,0,14.68,17.41,4.88,1.8,0.52,0.2,1584,1,2021-05-03
Rangers,nyr,New York Rangers,NYR,East,1521,2500,56,27.8,28.2,6.5,62.1,5.01,0,0,15.25,0,0,0,0,1557,4,2021-05-03
Flames,cgy,Calgary Flames,CGY,North,1492,2500,56,25.3,30.7,3.7,54.2,5.3,0,2.48,21,0.96,0.36,0.04,0,1455,28,2021-05-03
Flyers,phi,Philadelphia Flyers,PHI,East,1480,2500,56,24.2,31.8,7.6,56.1,5.99,0,0,19.94,0,0,0,0,1519,12,2021-05-03
Canucks,van,Vancouver Canucks,VAN,North,1470,2500,56,23.8,32.2,4.3,51.9,5.8,0,1.2,22.78,0.48,0.08,0,0,1526,8,2021-05-03
Coyotes,ari,Arizona Coyotes,PHX,West,1470,2500,56,24.1,31.9,6.4,54.6,5.17,0,1.76,21.06,0.4,0.16,0.04,0,1447,29,2021-05-03
Blackhawks,chi,Chicago Blackhawks,CHI,Central,1469,2500,56,24,32,6.6,54.6,5.92,0,0.04,21.03,0.04,0.04,0,0,1558,3,2021-05-03
Kings,la,Los Angeles Kings,LAK,West,1452,2500,56,21.7,34.3,6.8,50.3,6.37,0,0.16,24.39,0,0,0,0,1547,7,2021-05-03
Blue Jackets,cbj,Columbus Blue Jackets,CBJ,Central,1452,2500,56,18.2,37.8,11.5,47.9,7.42,0,0,26.74,0,0,0,0,1402,31,2021-05-03
Sharks,sj,San Jose Sharks,SJS,West,1443,2500,56,22.1,33.9,5.6,49.9,6.44,0,0,24.55,0,0,0,0,1489,23,2021-05-03
Devils,nj,New Jersey Devils,NJD,East,1439,2500,56,18.8,37.2,7.6,45.2,7,0,0,28.3,0,0,0,0,1556,6,2021-05-03
Senators,ott,Ottawa Senators,OTT,North,1435,2500,56,21.1,34.9,5.6,47.7,6.86,0,0,26.27,0,0,0,0,1502,17,2021-05-03
Ducks,ana,Anaheim Ducks,ANA,West,1421,2500,56,17.3,38.7,7.5,42.1,7.99,0,0,29.79,0,0,0,0,1577,2,2021-05-03
Sabres,buf,Buffalo Sabres,BUF,East,1410,2500,56,14.3,41.7,7.5,36.1,8,0,0,30.99,0,0,0,0,1556,5,2021-05-03
Red Wings,det,Detroit Red Wings,DET,Central,1404,2500,56,18.8,37.2,9.2,46.8,7.58,0,0,27.49,0,0,0,0,1502,18,2021-05-03
Golden Knights,vgs,Vegas Golden Knights,VEG,West,1590.02741,1000,56,39.471,16.529,2.664,81.606,1.26,77,100,1.9,67.8,38.8,26.2,14.3,1522.213333,10,2021-05-02
Lightning,tb,Tampa Bay Lightning,TBL,Central,1593.130272,1000,56,36.972,19.028,3.54,77.484,2.235,8.6,100,5.018,66.2,41.4,25.3,14.1,1511.626,15,2021-05-02
Avalanche,col,Colorado Avalanche,COL,West,1581.001609,1000,56,37.275,18.725,4.827,79.377,1.874,21.9,100,3.508,62.3,34.7,21.4,11.3,1490.531429,21,2021-05-02
Hurricanes,car,Carolina Hurricanes,CAR,Central,1571.902343,1000,56,37.033,18.967,7.557,81.623,1.136,87.9,100,2.153,69.9,35.1,22.4,10.9,1471.598,25,2021-05-02
Bruins,bos,Boston Bruins,BOS,East,1569.799508,1000,56,33.55,22.45,6.633,73.733,3.039,8.9,100,9.582,53.4,29.8,14.1,8.1,1503.481667,17,2021-05-02
Maple Leafs,tor,Toronto Maple Leafs,TOR,North,1553.505353,1000,56,35.833,20.167,5.596,77.262,1.022,97.8,100,5.845,68.1,38.7,16.9,7.3,1492.852,20,2021-05-02
Penguins,pit,Pittsburgh Penguins,PIT,East,1558.907104,1000,56,36.525,19.475,3.439,76.489,1.444,67.8,100,6.192,51.5,26.8,11.7,6.1,1445.49,30,2021-05-02
Oilers,edm,Edmonton Oilers,EDM,North,1528.337283,1000,56,33.915,22.085,2.813,70.643,2.011,2.2,100,11.327,54.9,29.4,10.5,5.4,1482.745714,24,2021-05-02
Capitals,wsh,Washington Capitals,WSH,East,1544.916618,1000,56,34.721,21.279,5.532,74.974,2.469,18.1,100,8.441,44.9,21.2,10.7,5.3,1504.336,16,2021-05-02
Wild,min,Minnesota Wild,MIN,West,1542.453405,1000,56,35.34,20.66,4.702,75.382,2.866,1.1,100,7.731,38.9,16.2,8.8,4.6,1490.32,22,2021-05-02
Islanders,nyi,New York Islanders,NYI,East,1555.248318,1000,56,34.042,21.958,5.553,73.637,3.048,5.2,100,9.618,50.2,22.2,10.1,4.3,1464.128,26,2021-05-02
Panthers,fla,Florida Panthers,FLA,Central,1540.233615,1000,56,35.584,20.416,5.335,76.503,2.629,3.5,100,6.733,35.3,15.5,6.4,3.1,1516.476667,12,2021-05-02
Jets,wpg,Winnipeg Jets,WPG,North,1513.661295,1000,56,30.375,25.625,3.717,64.467,3.09,0,99.8,13.704,45.2,20.5,7.2,2.8,1459.466667,27,2021-05-02
Canadiens,mtl,Montreal Canadiens,MTL,North,1487.515676,1000,56,25.791,30.209,9.688,61.27,3.898,0,98.1,16.176,31,11.3,2.8,1,1524.913333,9,2021-05-02
Predators,nsh,Nashville Predators,NSH,Central,1500.565047,1000,56,29.978,26.022,2.453,62.409,4.136,0,86.4,14.782,24.6,7.2,2.4,0.9,1511.735,14,2021-05-02
Blues,stl,St. Louis Blues,STL,West,1511.128632,1000,56,26.634,29.366,7.77,61.038,4.024,0,97.6,16.17,30.3,10.1,2.9,0.5,1501.074286,19,2021-05-02
Rangers,nyr,New York Rangers,NYR,East,1519.868252,1000,56,27.798,28.202,6.481,62.077,5.016,0,0,15.333,0,0,0,0,1556.625,4,2021-05-02
Stars,dal,Dallas Stars,DAL,Central,1512.751266,1000,56,23.111,32.889,13.605,59.827,4.949,0,13.6,17.394,4,0.8,0.2,0,1583,1,2021-05-02
Flames,cgy,Calgary Flames,CGY,North,1491.585562,1000,56,25.204,30.796,3.724,54.132,5.296,0,1.7,21.046,0.5,0.1,0,0,1455.235,28,2021-05-02
Flyers,phi,Philadelphia Flyers,PHI,East,1480.801165,1000,56,24.234,31.766,7.59,56.058,5.985,0,0,20.001,0,0,0,0,1518.756,11,2021-05-02
Canucks,van,Vancouver Canucks,VAN,North,1471.036222,1000,56,23.842,32.158,4.337,52.021,5.789,0,0.4,22.772,0.3,0,0,0,1525.847273,8,2021-05-02
Blackhawks,chi,Chicago Blackhawks,CHI,Central,1468.93918,1000,56,24.058,31.942,6.567,54.683,5.919,0,0,20.943,0,0,0,0,1557.932,3,2021-05-02
Coyotes,ari,Arizona Coyotes,PHX,West,1468.827777,1000,56,24.086,31.914,6.493,54.665,5.154,0,2.2,21.041,0.7,0.2,0,0,1447.465,29,2021-05-02
Blue Jackets,cbj,Columbus Blue Jackets,CBJ,Central,1452.250074,1000,56,18.206,37.794,11.461,47.873,7.501,0,0,26.853,0,0,0,0,1402.735,31,2021-05-02
Kings,la,Los Angeles Kings,LAK,West,1451.295191,1000,56,21.73,34.27,6.846,50.306,6.394,0,0.2,24.483,0,0,0,0,1546.768571,7,2021-05-02
Sharks,sj,San Jose Sharks,SJS,West,1443.046107,1000,56,22.178,33.822,5.606,49.962,6.429,0,0,24.61,0,0,0,0,1488.504,23,2021-05-02
Devils,nj,New Jersey Devils,NJD,East,1439.974883,1000,56,18.815,37.185,7.604,45.234,6.999,0,0,28.335,0,0,0,0,1555.574,6,2021-05-02
Senators,ott,Ottawa Senators,OTT,North,1436.320058,1000,56,21.04,34.96,5.597,47.677,6.894,0,0,26.467,0,0,0,0,1502.042,18,2021-05-02
Ducks,ana,Anaheim Ducks,ANA,West,1419.110779,1000,56,17.286,38.714,7.499,42.071,7.999,0,0,29.833,0,0,0,0,1577.045,2,2021-05-02
Sabres,buf,Buffalo Sabres,BUF,East,1410.986127,1000,56,14.315,41.685,7.517,36.147,8,0,0,30.988,0,0,0,0,1556.25,5,2021-05-02
Red Wings,det,Detroit Red Wings,DET,Central,1405.138159,1000,56,19.058,36.942,9.406,47.522,7.495,0,0,27.021,0,0,0,0,1515.63,13,2021-05-02
Golden Knights,vgs,Vegas Golden Knights,VEG,West,1588,2000,56,39,17,2.5,80.6,1.43,62.3,100,2.54,67.2,37.9,25,14.35,1509,16,2021-05-05
Lightning,tb,Tampa Bay Lightning,TBL,Central,1595,2000,56,37.4,18.7,3.4,78.1,2.27,3.7,100,4.62,65.1,37.45,22.95,13.5,1526,11,2021-05-05
Avalanche,col,Colorado Avalanche,COL,West,1584,2000,56,37.7,18.3,4.7,80,1.74,35.85,100,3.25,64.95,35.15,22.3,12.7,1491,20,2021-05-05
Hurricanes,car,Carolina Hurricanes,CAR,Central,1578,2000,56,37.8,18.2,7.3,82.9,1.04,95.65,100,1.46,70.35,36.6,21.6,12.05,1506,18,2021-05-05
Maple Leafs,tor,Toronto Maple Leafs,TOR,North,1550,2000,56,35.4,20.6,6.5,77.2,1.05,94.55,100,6.41,66.85,38.1,16.75,7.55,1483,22,2021-05-05
Bruins,bos,Boston Bruins,BOS,East,1569,2000,56,33.3,22.7,7.5,74.1,2.94,5.75,100,9.94,54.45,29.55,15.25,6.9,1508,17,2021-05-05
Penguins,pit,Pittsburgh Penguins,PIT,East,1557,2000,56,36.4,19.6,3.2,76.1,1.47,58.75,100,7,50.6,26.7,11.6,4.75,1366,31,2021-05-05
Capitals,wsh,Washington Capitals,WSH,East,1549,2000,56,35.3,20.7,5.4,76,1.9,35.45,100,7.69,48.1,23.9,10.2,4.75,1487,21,2021-05-05
Oilers,edm,Edmonton Oilers,EDM,North,1536,2000,56,34.9,21.1,2.6,72.4,1.95,5.45,100,10.6,59.45,29.6,11.25,4.6,1464,26,2021-05-05
Wild,min,Minnesota Wild,MIN,West,1546,2000,56,35.9,20.1,4.6,76.4,2.83,1.85,100,6.95,38.55,17.75,9.4,4.5,1480,23,2021-05-05
Islanders,nyi,New York Islanders,NYI,East,1550,2000,56,32.8,23.2,6.3,71.9,3.69,0.05,100,11.32,46.85,19.85,8.7,4,1466,25,2021-05-05
Panthers,fla,Florida Panthers,FLA,Central,1542,2000,56,36,20,5.2,77.2,2.69,0.65,100,6.22,35.65,15.85,7.8,3.8,1545,7,2021-05-05
Jets,wpg,Winnipeg Jets,WPG,North,1511,2000,56,29.8,26.2,3.6,63.2,3.28,0,99.95,14.25,39.2,17.7,6.25,2.35,1451,28,2021-05-05
Predators,nsh,Nashville Predators,NSH,Central,1503,2000,56,30.4,25.6,2.3,63.2,4.06,0,93.55,14.18,26.8,9.25,3.35,1.5,1518,13,2021-05-05
Blues,stl,St. Louis Blues,STL,West,1513,2000,56,26.9,29.1,7.7,61.5,4,0,99.9,15.78,29.25,9.15,3.1,1.35,1523,12,2021-05-05
Canadiens,mtl,Montreal Canadiens,MTL,North,1492,2000,56,26.3,29.7,9.6,62.1,3.72,0,99.45,15.48,34.25,14.45,3.95,1.2,1532,9,2021-05-05
Stars,dal,Dallas Stars,DAL,Central,1511,2000,56,22.7,33.3,14.5,59.9,4.95,0,6.45,17.33,2.1,0.85,0.4,0.1,1579,4,2021-05-05
Flames,cgy,Calgary Flames,CGY,North,1492,2000,56,25.3,30.7,3.7,54.3,5.16,0,0.6,20.57,0.25,0.15,0.15,0.05,1450,29,2021-05-05
Rangers,nyr,New York Rangers,NYR,East,1516,2000,56,27.3,28.7,6.3,60.9,5.01,0,0,16.19,0,0,0,0,1580,3,2021-05-05
Flyers,phi,Philadelphia Flyers,PHI,East,1481,2000,56,24.3,31.7,7.3,56,5.99,0,0,19.54,0,0,0,0,1529,10,2021-05-05
Coyotes,ari,Arizona Coyotes,PHX,West,1466,2000,56,23.6,32.4,6.3,53.5,5.37,0,0.05,21.5,0,0,0,0,1462,27,2021-05-05
Blackhawks,chi,Chicago Blackhawks,CHI,Central,1464,2000,56,23.3,32.7,6.4,53,5.99,0,0,21.78,0,0,0,0,1516,14,2021-05-05
Canucks,van,Vancouver Canucks,VAN,North,1462,2000,56,22.7,33.3,4.1,49.5,6.23,0,0,24.53,0,0,0,0,1539,8,2021-05-05
Kings,la,Los Angeles Kings,LAK,West,1455,2000,56,22.3,33.7,6.8,51.3,6.08,0,0.05,23.3,0.05,0.05,0,0,1552,6,2021-05-05
Blue Jackets,cbj,Columbus Blue Jackets,CBJ,Central,1450,2000,56,17.7,38.3,12.4,47.8,7.42,0,0,26.91,0,0,0,0,1387,30,2021-05-05
Sharks,sj,San Jose Sharks,SJS,West,1441,2000,56,21.7,34.3,6.5,50,6.54,0,0,24.45,0,0,0,0,1476,24,2021-05-05
Devils,nj,New Jersey Devils,NJD,East,1439,2000,56,19.1,36.9,7.4,45.5,7,0,0,28.26,0,0,0,0,1577,5,2021-05-05
Senators,ott,Ottawa Senators,OTT,North,1438,2000,56,21.6,34.4,5.5,48.8,6.61,0,0,25.45,0,0,0,0,1511,15,2021-05-05
Ducks,ana,Anaheim Ducks,ANA,West,1418,2000,56,16.9,39.1,7.4,41.2,8,0,0,30.05,0,0,0,0,1585,2,2021-05-05
Sabres,buf,Buffalo Sabres,BUF,East,1416,2000,56,15.6,40.4,7.2,38.4,8,0,0,30.91,0,0,0,0,1607,1,2021-05-05
Red Wings,det,Detroit Red Wings,DET,Central,1403,2000,56,18.8,37.2,9.2,46.8,7.58,0,0,27.55,0,0,0,0,1499,19,2021-05-05
Lightning,tb,Tampa Bay Lightning,TBL,Central,1594.429492,1000,56,37.342,18.658,3.451,78.135,2.234,8,100,4.55,64.2,38,23.3,14.3,1525.785,11,2021-05-04
Avalanche,col,Colorado Avalanche,COL,West,1583.579657,1000,56,37.658,18.342,4.68,79.996,1.686,38.2,100,3.096,64.4,36.5,23.4,13.4,1491.32,19,2021-05-04
Golden Knights,vgs,Vegas Golden Knights,VEG,West,1587.745015,1000,56,38.955,17.045,2.527,80.437,1.455,61.1,100,2.537,68,37.1,24,13.2,1509.474,16,2021-05-04
Hurricanes,car,Carolina Hurricanes,CAR,Central,1574.264611,1000,56,37.397,18.603,7.455,82.249,1.105,89.8,100,1.718,68,36.1,24.7,12.6,1484.6,21,2021-05-04
Bruins,bos,Boston Bruins,BOS,East,1572.328658,1000,56,33.947,22.053,6.552,74.446,2.65,17.4,100,9.288,55.4,32.5,17,8.8,1503.51,17,2021-05-04
