Team Name,ESPN_ID,Team Name_1,HR_franch,Division,Elo Rating,Sims,Games,Wins,Losses,OT/SO L,Points,Div. Rk,Win Div.%,Playoffs%,Ovr. Rk,Make 2nd Rd,Make 3rd Rd,Make Finals,Win Finals,Rem. SOS,Rank,datestamp
Maple Leafs,tor,Toronto Maple Leafs,TOR,North,1549.377112,1000,56,35.384,20.616,6.423,77.191,1.039,96.1,100,6.288,65,39.2,15.9,7.5,1482.7425,22,2021-05-04
Capitals,wsh,Washington Capitals,WSH,East,1548.72674,1000,56,35.316,20.684,5.429,76.061,1.797,47.9,100,7.489,47.8,23.9,11.5,5.3,1490.345,20,2021-05-04
Penguins,pit,Pittsburgh Penguins,PIT,East,1552.090043,1000,56,35.94,20.06,3.34,75.22,1.937,33.9,100,7.979,47.9,22.2,9.9,4.8,1422.493333,30,2021-05-04
Islanders,nyi,New York Islanders,NYI,East,1550.699133,1000,56,33.453,22.547,5.45,72.356,3.616,0.8,100,10.964,48.9,21.4,9,4.2,1465.27,26,2021-05-04
Oilers,edm,Edmonton Oilers,EDM,North,1531.42996,1000,56,34.493,21.507,2.665,71.651,1.965,3.9,100,11.009,60.6,30.2,11.1,4.2,1474.806667,25,2021-05-04
Wild,min,Minnesota Wild,MIN,West,1545.112341,1000,56,35.864,20.136,4.593,76.321,2.859,0.7,100,6.967,37.7,17.4,7.5,3.2,1479.864,23,2021-05-04
Panthers,fla,Florida Panthers,FLA,Central,1541.714027,1000,56,35.958,20.042,5.242,77.158,2.661,2.2,100,6.12,37.5,15.8,8.6,3.2,1545.21,7,2021-05-04
Jets,wpg,Winnipeg Jets,WPG,North,1511.529255,1000,56,29.801,26.199,3.552,63.154,3.302,0,99.8,14.342,39.9,17.1,5,2.5,1452.764,28,2021-05-04
Blues,stl,St. Louis Blues,STL,West,1513.017771,1000,56,26.922,29.078,7.69,61.534,4,0,100,15.791,29.9,9,2.9,0.9,1523.071667,12,2021-05-04
Predators,nsh,Nashville Predators,NSH,Central,1503.097397,1000,56,30.443,25.557,2.35,63.236,4.055,0,94.5,14.134,28.3,9,3,0.9,1516.113333,14,2021-05-04
Canadiens,mtl,Montreal Canadiens,MTL,North,1491.509384,1000,56,26.285,29.715,9.574,62.144,3.701,0,99.5,15.485,34.3,13.3,2.9,0.8,1530.364,10,2021-05-04
Stars,dal,Dallas Stars,DAL,Central,1510.798103,1000,56,22.724,33.276,14.487,59.935,4.99,0,5.5,17.411,2,1.1,0.3,0.2,1580.755,3,2021-05-04
Rangers,nyr,New York Rangers,NYR,East,1515.461493,1000,56,27.248,28.752,6.35,60.846,5.037,0,0,16.269,0,0,0,0,1581.506667,2,2021-05-04
Flames,cgy,Calgary Flames,CGY,North,1491.368348,1000,56,25.341,30.659,3.658,54.34,5.201,0,0.6,20.778,0.1,0.1,0,0,1452.755,29,2021-05-04
Flyers,phi,Philadelphia Flyers,PHI,East,1485.146576,1000,56,24.746,31.254,7.477,56.969,5.963,0,0,19.189,0,0,0,0,1521.5625,13,2021-05-04
Blackhawks,chi,Chicago Blackhawks,CHI,Central,1466.394306,1000,56,23.649,32.351,6.446,53.744,5.955,0,0,21.426,0,0,0,0,1542.355,8,2021-05-04
Coyotes,ari,Arizona Coyotes,PHX,West,1465.769759,1000,56,23.523,32.477,6.357,53.403,5.362,0,0,21.755,0,0,0,0,1462.433333,27,2021-05-04
Canucks,van,Vancouver Canucks,VAN,North,1465.659763,1000,56,23.098,32.902,4.206,50.402,6.096,0,0.1,23.898,0.1,0.1,0,0,1531.606,9,2021-05-04
Kings,la,Los Angeles Kings,LAK,West,1455.911097,1000,56,22.36,33.64,6.759,51.479,6.048,0,0,23.379,0,0,0,0,1552.486667,6,2021-05-04
Blue Jackets,cbj,Columbus Blue Jackets,CBJ,Central,1448.951196,1000,56,17.696,38.304,12.346,47.738,7.419,0,0,26.908,0,0,0,0,1386.633333,31,2021-05-04
Sharks,sj,San Jose Sharks,SJS,West,1441.026305,1000,56,21.77,34.23,6.49,50.03,6.59,0,0,24.574,0,0,0,0,1476.045,24,2021-05-04
Senators,ott,Ottawa Senators,OTT,North,1437.357898,1000,56,21.598,34.402,5.49,48.686,6.696,0,0,25.594,0,0,0,0,1510.9725,15,2021-05-04
Devils,nj,New Jersey Devils,NJD,East,1436.359231,1000,56,18.407,37.593,7.479,44.293,7.001,0,0,28.702,0,0,0,0,1564.695,5,2021-05-04
Ducks,ana,Anaheim Ducks,ANA,West,1416.328831,1000,56,16.948,39.052,7.367,41.263,8,0,0,29.933,0,0,0,0,1584.74,1,2021-05-04
Sabres,buf,Buffalo Sabres,BUF,East,1416.206189,1000,56,14.943,41.057,7.376,37.262,7.999,0,0,30.959,0,0,0,0,1567.77,4,2021-05-04
Red Wings,det,Detroit Red Wings,DET,Central,1404.14391,1000,56,18.791,37.209,9.239,46.821,7.581,0,0,27.468,0,0,0,0,1499.16,18,2021-05-04
Lightning,tb,Tampa Bay Lightning,TBL,Central,1598,2000,56,37.7,18.3,3.3,78.8,2.17,5.8,100,3.94,66.65,41.35,27.8,16.6,1547,9,2021-05-06
Golden Knights,vgs,Vegas Golden Knights,VEG,West,1590,2000,56,39.5,16.5,2.4,81.5,1.15,85.95,100,1.99,68.75,39.85,26.1,15,1488,21,2021-05-06
Hurricanes,car,Carolina Hurricanes,CAR,Central,1577,2000,56,37.8,18.2,7.3,82.9,1.07,93.35,100,1.49,70.2,35.25,22.3,11.95,1504,17,2021-05-06
Avalanche,col,Colorado Avalanche,COL,West,1581,2000,56,37,19,4.5,78.6,2,13.8,100,4.39,62.45,33.05,19.65,11.25,1495,19,2021-05-06
Maple Leafs,tor,Toronto Maple Leafs,TOR,North,1551,2000,56,35.4,20.6,6.4,77.2,1.07,93.25,100,6.5,67.2,37.75,16.25,7.05,1483,22,2021-05-06
Bruins,bos,Boston Bruins,BOS,East,1569,2000,56,33.3,22.7,7.4,74,3.03,3.65,100,10.03,52.5,28.35,13.95,6.8,1507,16,2021-05-06
Capitals,wsh,Washington Capitals,WSH,East,1554,2000,56,35.8,20.2,5.3,77,1.55,54.8,100,6.56,51.55,26.35,12.55,5.95,1461,26,2021-05-06
Penguins,pit,Pittsburgh Penguins,PIT,East,1557,2000,56,36.4,19.6,3.2,76.1,1.67,41.55,100,7.14,50.85,24.2,10.6,5.45,1366,30,2021-05-06
Oilers,edm,Edmonton Oilers,EDM,North,1536,2000,56,35,21,2.6,72.5,1.93,6.75,100,10.62,57.05,29.25,11.45,4.5,1462,25,2021-05-06
Islanders,nyi,New York Islanders,NYI,East,1549,2000,56,32.8,23.2,6.3,71.9,3.75,0,100,11.38,45.1,21.1,8.65,3.8,1466,23,2021-05-06
Panthers,fla,Florida Panthers,FLA,Central,1541,2000,56,35.9,20.1,5.2,77.1,2.76,0.85,100,6.41,34.55,16.1,8.5,3.7,1548,8,2021-05-06
Wild,min,Minnesota Wild,MIN,West,1543,2000,56,35.4,20.6,5.4,76.2,2.85,0.25,100,7.56,38.2,15.8,7.4,2.8,1465,24,2021-05-06
Jets,wpg,Winnipeg Jets,WPG,North,1517,2000,56,30.4,25.6,3.5,64.2,3.06,0,100,13.38,43.3,20.95,6.85,2.4,1430,29,2021-05-06
Blues,stl,St. Louis Blues,STL,West,1512,2000,56,26.2,29.8,8.6,61,4,0,99.75,15.64,30.5,11.25,3,1.2,1555,7,2021-05-06
Canadiens,mtl,Montreal Canadiens,MTL,North,1486,2000,56,25.7,30.3,9.5,60.8,3.94,0,99.75,15.9,32.4,12,3.2,1.05,1543,10,2021-05-06
Predators,nsh,Nashville Predators,NSH,Central,1499,2000,56,29.9,26.1,2.2,62,4.04,0,96.35,14.41,27.5,7,1.65,0.5,1527,14,2021-05-06
Rangers,nyr,New York Rangers,NYR,East,1513,2000,56,26.8,29.2,6.2,59.8,5.02,0,0,16.42,0,0,0,0,1620,1,2021-05-06
Stars,dal,Dallas Stars,DAL,Central,1507,2000,56,22.3,33.7,14.4,59,4.99,0,3.65,17.53,1.1,0.3,0.1,0,1559,5,2021-05-06
Flames,cgy,Calgary Flames,CGY,North,1486,2000,56,24.7,31.3,3.6,53,5.3,0,0.2,21.37,0.05,0.05,0,0,1449,28,2021-05-06
Flyers,phi,Philadelphia Flyers,PHI,East,1482,2000,56,24.3,31.7,7.4,56,5.98,0,0,19.25,0,0,0,0,1532,13,2021-05-06
Blackhawks,chi,Chicago Blackhawks,CHI,Central,1464,2000,56,23.3,32.7,6.4,53,5.97,0,0,21.63,0,0,0,0,1514,15,2021-05-06
Canucks,van,Vancouver Canucks,VAN,North,1463,2000,56,22.7,33.3,4.1,49.5,6.26,0,0.05,24.79,0,0,0,0,1537,11,2021-05-06
Coyotes,ari,Arizona Coyotes,PHX,West,1461,2000,56,22.9,33.1,6.2,52.1,5.87,0,0,22.58,0,0,0,0,1494,20,2021-05-06
Kings,la,Los Angeles Kings,LAK,West,1459,2000,56,22.9,33.1,6.6,52.3,5.84,0,0.25,22.51,0.1,0.05,0,0,1557,6,2021-05-06
Blue Jackets,cbj,Columbus Blue Jackets,CBJ,Central,1453,2000,56,18.2,37.8,12.2,48.7,7.22,0,0,26.58,0,0,0,0,1354,31,2021-05-06
Sharks,sj,San Jose Sharks,SJS,West,1445,2000,56,22.4,33.6,6.4,51.3,6.29,0,0,23.58,0,0,0,0,1455,27,2021-05-06
Senators,ott,Ottawa Senators,OTT,North,1443,2000,56,22.1,33.9,5.4,49.7,6.44,0,0,25.05,0,0,0,0,1534,12,2021-05-06
Devils,nj,New Jersey Devils,NJD,East,1440,2000,56,19.1,36.9,7.4,45.5,7,0,0,28.49,0,0,0,0,1577,4,2021-05-06
Ducks,ana,Anaheim Ducks,ANA,West,1418,2000,56,17.6,38.4,7.2,42.4,8,0,0,29.93,0,0,0,0,1593,3,2021-05-06
Sabres,buf,Buffalo Sabres,BUF,East,1416,2000,56,15.6,40.4,7.2,38.4,8,0,0,30.98,0,0,0,0,1607,2,2021-05-06
Red Wings,det,Detroit Red Wings,DET,Central,1403,2000,56,18.8,37.2,9.2,46.8,7.78,0,0,27.97,0,0,0,0,1503,18,2021-05-06
Lightning,tb,Tampa Bay Lightning,TBL,Central,1598,2000,56,37.7,18.3,3.3,78.7,2.19,4.75,100,4.09,65.75,40.65,24.95,14.6,1547,10,2021-05-07
Golden Knights,vgs,Vegas Golden Knights,VEG,West,1590,2000,56,39.5,16.5,2.4,81.4,1.15,85.9,100,1.95,70.2,40.4,24.9,13.95,1488,22,2021-05-07
Hurricanes,car,Carolina Hurricanes,CAR,Central,1573,2000,56,37.1,18.9,8.2,82.4,1.05,95.25,100,1.59,69.6,33.6,20.9,11.45,1549,8,2021-05-07
Avalanche,col,Colorado Avalanche,COL,West,1581,2000,56,37.1,18.9,4.5,78.6,2.01,13.75,100,4.48,59.9,31.1,19.25,11.2,1495,20,2021-05-07
Maple Leafs,tor,Toronto Maple Leafs,TOR,North,1554,2000,56,35.7,20.3,6.3,77.8,1,99.65,100,5.84,71,42.8,19.4,8.35,1498,19,2021-05-07
Bruins,bos,Boston Bruins,BOS,East,1573,2000,56,33.7,22.3,7.3,74.7,2.83,3,100,9.49,55.55,29.75,14.95,8,1519,16,2021-05-07
Penguins,pit,Pittsburgh Penguins,PIT,East,1559,2000,56,36.7,19.3,3.1,76.6,1.51,53.45,100,6.69,48.7,24.65,12.1,5.9,1364,30,2021-05-07
Capitals,wsh,Washington Capitals,WSH,East,1554,2000,56,35.8,20.2,5.3,76.9,1.71,43.55,100,6.81,48.2,23.7,10.75,4.8,1462,25,2021-05-07
Islanders,nyi,New York Islanders,NYI,East,1546,2000,56,32.1,23.9,6.2,70.4,3.95,0,100,11.65,47.55,21.9,9.8,4.75,1508,17,2021-05-07
Panthers,fla,Florida Panthers,FLA,Central,1542,2000,56,35.9,20.1,5.2,77.1,2.76,0,100,6.57,34.8,17.4,8.75,4.3,1548,9,2021-05-07
Wild,min,Minnesota Wild,MIN,West,1542,2000,56,35.4,20.6,5.4,76.2,2.84,0.35,100,7.68,40.3,17.7,9.1,4,1465,24,2021-05-07
Oilers,edm,Edmonton Oilers,EDM,North,1530,2000,56,34.3,21.7,2.4,71,2,0.35,100,11.18,56.6,28.1,10.05,3.75,1476,23,2021-05-07
Jets,wpg,Winnipeg Jets,WPG,North,1517,2000,56,30.3,25.7,3.5,64.2,3.03,0,100,13.35,43.6,19,7.05,2.35,1433,29,2021-05-07
Blues,stl,St. Louis Blues,STL,West,1513,2000,56,26.2,29.8,8.6,61.1,4,0,99.65,15.37,29.45,10.75,3.55,1.2,1555,7,2021-05-07
Canadiens,mtl,Montreal Canadiens,MTL,North,1483,2000,56,25.4,30.6,9.3,60.1,3.98,0,99.45,16.22,28.7,10.05,2.45,0.65,1521,15,2021-05-07
Predators,nsh,Nashville Predators,NSH,Central,1499,2000,56,29.9,26.1,2.2,62,4.04,0,95.6,14.24,28.4,7.9,1.75,0.6,1524,14,2021-05-07
Stars,dal,Dallas Stars,DAL,Central,1507,2000,56,22.3,33.7,14.3,59,5.05,0,4.4,17.37,1.45,0.45,0.25,0.15,1561,5,2021-05-07
Rangers,nyr,New York Rangers,NYR,East,1509,2000,56,26.4,29.6,6.1,58.9,5.04,0,0,16.87,0,0,0,0,1623,1,2021-05-07
Flames,cgy,Calgary Flames,CGY,North,1487,2000,56,24.7,31.3,3.6,53,5.41,0,0.4,21.7,0.05,0.05,0,0,1454,28,2021-05-07
Flyers,phi,Philadelphia Flyers,PHI,East,1481,2000,56,24.3,31.7,7.4,56,5.96,0,0,19.31,0,0,0,0,1533,12,2021-05-07
Canucks,van,Vancouver Canucks,VAN,North,1468,2000,56,23.5,32.5,4,50.9,6,0,0.15,23.77,0.05,0,0,0,1530,13,2021-05-07
Blackhawks,chi,Chicago Blackhawks,CHI,Central,1468,2000,56,24,32,6.2,54.3,5.91,0,0,20.67,0,0,0,0,1457,26,2021-05-07
Coyotes,ari,Arizona Coyotes,PHX,West,1462,2000,56,23,33,6.2,52.1,5.87,0,0,22.92,0,0,0,0,1494,21,2021-05-07
Kings,la,Los Angeles Kings,LAK,West,1459,2000,56,22.9,33.1,6.6,52.4,5.8,0,0.35,22.75,0.15,0.05,0.05,0,1557,6,2021-05-07
Blue Jackets,cbj,Columbus Blue Jackets,CBJ,Central,1453,2000,56,18.2,37.8,12.2,48.7,7.23,0,0,26.88,0,0,0,0,1354,31,2021-05-07
Sharks,sj,San Jose Sharks,SJS,West,1444,2000,56,22.4,33.6,6.3,51.2,6.33,0,0,23.93,0,0,0,0,1455,27,2021-05-07
Senators,ott,Ottawa Senators,OTT,North,1444,2000,56,22.2,33.8,5.4,49.7,6.59,0,0,25.32,0,0,0,0,1535,11,2021-05-07
Devils,nj,New Jersey Devils,NJD,East,1442,2000,56,19.7,36.3,7.3,46.7,7,0,0,28.08,0,0,0,0,1564,4,2021-05-07
Ducks,ana,Anaheim Ducks,ANA,West,1419,2000,56,17.6,38.4,7.2,42.5,8,0,0,29.97,0,0,0,0,1593,3,2021-05-07
Sabres,buf,Buffalo Sabres,BUF,East,1415,2000,56,15.3,40.7,7.1,37.7,8,0,0,31,0,0,0,0,1609,2,2021-05-07
Red Wings,det,Detroit Red Wings,DET,Central,1403,2000,56,18.8,37.2,9.2,46.8,7.77,0,0,28.28,0,0,0,0,1503,18,2021-05-07
Golden Knights,vgs,Vegas Golden Knights,VEG,West,1593,2000,56,39.9,16.1,2.3,82.1,1.12,88.6,100,1.57,71.75,40.65,26.7,15.7,1494,21,2021-05-08
Lightning,tb,Tampa Bay Lightning,TBL,Central,1592,2000,56,37,19,3.2,77.3,2.33,0,100,5.26,63.35,39.05,23.75,13.75,1591,4,2021-05-08
Avalanche,col,Colorado Avalanche,COL,West,1583,2000,56,37.4,18.6,4.4,79.3,1.99,11.4,100,3.59,61.25,32.75,20.4,11.55,1491,22,2021-05-08
Hurricanes,car,Carolina Hurricanes,CAR,Central,1573,2000,56,37.1,18.9,8.2,82.4,1,100,100,1.72,70.8,35.9,21.4,10.25,1549,7,2021-05-08
Maple Leafs,tor,Toronto Maple Leafs,TOR,North,1553,2000,56,35.7,20.3,6.3,77.7,1,99.85,100,5.63,68.85,39.6,17.9,8.65,1498,17,2021-05-08
Bruins,bos,Boston Bruins,BOS,East,1574,2000,56,33.7,22.3,7.4,74.7,2.66,5.75,100,9.39,56.2,30.65,15.5,7.4,1517,14,2021-05-08
Penguins,pit,Pittsburgh Penguins,PIT,East,1559,2000,56,36.7,19.3,3.1,76.5,1.19,82.1,100,6.41,54.65,27.2,12.35,6.15,1364,30,2021-05-08
Capitals,wsh,Washington Capitals,WSH,East,1548,2000,56,35.1,20.9,5.2,75.5,2.19,12.15,100,8.37,45.2,22.65,10.55,4.7,1480,24,2021-05-08
Oilers,edm,Edmonton Oilers,EDM,North,1530,2000,56,34.3,21.7,2.4,71,2,0.15,100,11.19,55.35,28.15,10.75,4.45,1476,26,2021-05-08
Wild,min,Minnesota Wild,MIN,West,1544,2000,56,35.7,20.3,5.3,76.7,2.89,0,100,6.88,39.3,17.65,8.55,3.75,1496,19,2021-05-08
Islanders,nyi,New York Islanders,NYI,East,1545,2000,56,32.1,23.9,6.2,70.4,3.96,0,100,11.66,43.95,19.5,8.6,3.7,1508,16,2021-05-08
Panthers,fla,Florida Panthers,FLA,Central,1542,2000,56,36,20,5.2,77.2,2.67,0,100,6.33,36.65,16.7,7.85,3.7,1542,8,2021-05-08
Jets,wpg,Winnipeg Jets,WPG,North,1518,2000,56,30.4,25.6,3.5,64.2,3.02,0,100,13.36,44.65,20.9,6.8,2.85,1433,29,2021-05-08
Blues,stl,St. Louis Blues,STL,West,1511,2000,56,25.9,30.1,9.5,61.2,4,0,100,15.43,27.7,8.95,3.4,1.6,1534,10,2021-05-08
Predators,nsh,Nashville Predators,NSH,Central,1499,2000,56,29.9,26.1,2.2,62.1,4.09,0,90.65,14.31,26.6,7.55,2.15,0.9,1524,12,2021-05-08
Canadiens,mtl,Montreal Canadiens,MTL,North,1482,2000,56,25.4,30.6,9.4,60.1,3.98,0,99.45,16.5,31,11.25,3,0.8,1521,13,2021-05-08
Stars,dal,Dallas Stars,DAL,Central,1514,2000,56,23,33,14.3,60.3,4.91,0,9.35,16.52,2.6,0.8,0.3,0.05,1517,15,2021-05-08
Flames,cgy,Calgary Flames,CGY,North,1486,2000,56,24.7,31.3,3.6,53,5.39,0,0.3,21.71,0.05,0.05,0.05,0.05,1454,28,2021-05-08
Rangers,nyr,New York Rangers,NYR,East,1508,2000,56,26.4,29.6,6.1,58.9,5.13,0,0,17.31,0,0,0,0,1623,1,2021-05-08
Flyers,phi,Philadelphia Flyers,PHI,East,1487,2000,56,25,31,7.2,57.2,5.87,0,0,18.73,0,0,0,0,1495,20,2021-05-08
Canucks,van,Vancouver Canucks,VAN,North,1468,2000,56,23.4,32.6,3.9,50.8,6,0,0.25,23.66,0.1,0.05,0,0,1530,11,2021-05-08
Blackhawks,chi,Chicago Blackhawks,CHI,Central,1467,2000,56,24,32,6.2,54.2,6,0,0,20.92,0,0,0,0,1463,27,2021-05-08
Coyotes,ari,Arizona Coyotes,PHX,West,1466,2000,56,23.5,32.5,6.1,53.1,5.23,0,0,21.79,0,0,0,0,1489,23,2021-05-08
Kings,la,Los Angeles Kings,LAK,West,1457,2000,56,22.5,33.5,6.5,51.4,6.04,0,0,23.47,0,0,0,0,1565,6,2021-05-08
Blue Jackets,cbj,Columbus Blue Jackets,CBJ,Central,1447,2000,56,17.6,38.4,12.1,47.3,7.53,0,0,27.78,0,0,0,0,1359,31,2021-05-08
Senators,ott,Ottawa Senators,OTT,North,1444,2000,56,22.2,33.8,5.4,49.7,6.61,0,0,25.01,0,0,0,0,1535,9,2021-05-08
Devils,nj,New Jersey Devils,NJD,East,1442,2000,56,19.7,36.3,7.2,46.7,7,0,0,28.1,0,0,0,0,1566,5,2021-05-08
Sharks,sj,San Jose Sharks,SJS,West,1440,2000,56,21.9,34.1,6.3,50,6.73,0,0,24.9,0,0,0,0,1479,25,2021-05-08
Ducks,ana,Anaheim Ducks,ANA,West,1418,2000,56,17.3,38.7,8.1,42.7,8,0,0,30,0,0,0,0,1594,3,2021-05-08
Sabres,buf,Buffalo Sabres,BUF,East,1414,2000,56,15.3,40.7,7.1,37.7,8,0,0,31,0,0,0,0,1609,2,2021-05-08
Red Wings,det,Detroit Red Wings,DET,Central,1410,2000,56,19.4,36.6,9.1,47.9,7.47,0,0,27.5,0,0,0,0,1497,18,2021-05-08
Golden Knights,vgs,Vegas Golden Knights,VEG,West,1594,2000,56,40.2,15.8,2.2,82.6,1.08,91.9,100,1.17,73.45,41.5,27.9,15.9,1511,16,2021-05-09
Avalanche,col,Colorado Avalanche,COL,West,1584,2000,56,37.8,18.2,4.3,80,1.99,8.1,100,2.93,62.65,34.05,21.35,12.25,1485,19,2021-05-09
Lightning,tb,Tampa Bay Lightning,TBL,Central,1587,2000,56,36.5,19.5,3.1,76.1,2.59,0,100,6.89,62.6,37.7,21.25,12.05,1597,2,2021-05-09
Maple Leafs,tor,Toronto Maple Leafs,TOR,North,1556,2000,56,36.1,19.9,6.2,78.4,1,100,100,4.88,70.55,43.5,21.7,9.65,1530,10,2021-05-09
Hurricanes,car,Carolina Hurricanes,CAR,Central,1570,2000,56,36.5,19.5,8.1,81.2,1,100,100,2.43,67.15,33.2,19.15,9.45,1553,5,2021-05-09
Penguins,pit,Pittsburgh Penguins,PIT,East,1560,2000,56,37,19,3,77,1,100,100,6.16,54.05,29.3,14.85,7.5,NA,NA,2021-05-09
Bruins,bos,Boston Bruins,BOS,East,1570,2000,56,33.1,22.9,7.2,73.3,3.21,0,100,10.48,53.45,28.25,14.45,7.25,1549,6,2021-05-09
Islanders,nyi,New York Islanders,NYI,East,1549,2000,56,32.4,23.6,6.1,71,3.79,0,100,11.54,45.5,20.75,9.7,4.5,1620,1,2021-05-09
Panthers,fla,Florida Panthers,FLA,Central,1546,2000,56,36.5,19.5,5.1,78.1,2.41,0,100,5.72,37.4,19.6,9.65,4.4,1537,8,2021-05-09
Capitals,wsh,Washington Capitals,WSH,East,1549,2000,56,35.5,20.5,5.1,76.2,2,0,100,8.17,47,21.7,9,4.15,1520,13,2021-05-09
Oilers,edm,Edmonton Oilers,EDM,North,1531,2000,56,34.7,21.3,2.3,71.7,2,0,100,10.98,56.4,27,9.95,4.05,1493,18,2021-05-09
Wild,min,Minnesota Wild,MIN,West,1545,2000,56,36,20,5.2,77.2,2.93,0,100,6.66,38.4,16,7.85,3.7,1558,4,2021-05-09
Jets,wpg,Winnipeg Jets,WPG,North,1512,2000,56,29.7,26.3,3.3,62.8,3.02,0,100,13.82,43.2,18.7,5.2,2.15,1446,23,2021-05-09
Predators,nsh,Nashville Predators,NSH,Central,1503,2000,56,30.5,25.5,2.1,63,4,0,100,13.46,32.85,9.5,3,1.15,1520,14,2021-05-09
Blues,stl,St. Louis Blues,STL,West,1508,2000,56,25.5,30.5,9.4,60.4,4,0,100,16.02,25.5,8.45,2.7,0.95,1499,17,2021-05-09
Canadiens,mtl,Montreal Canadiens,MTL,North,1481,2000,56,25,31,9.2,59.2,3.99,0,99.2,17.34,29.5,10.7,2.25,0.9,1482,20,2021-05-09
Stars,dal,Dallas Stars,DAL,Central,1514,2000,56,23,33,14.2,60.3,5,0,0,16.54,0,0,0,0,1517,15,2021-05-09
Rangers,nyr,New York Rangers,NYR,East,1512,2000,56,27,29,6,60,5,0,0,16.15,0,0,0,0,NA,NA,2021-05-09
Flames,cgy,Calgary Flames,CGY,North,1486,2000,56,24.7,31.3,3.6,52.9,5.41,0,0.7,21.83,0.25,0.05,0,0,1453,22,2021-05-09
Flyers,phi,Philadelphia Flyers,PHI,East,1485,2000,56,24.6,31.4,8.1,57.3,6,0,0,18.78,0,0,0,0,1390,24,2021-05-09
Coyotes,ari,Arizona Coyotes,PHX,West,1470,2000,56,24,32,6,54,5.02,0,0,20.98,0,0,0,0,NA,NA,2021-05-09
Canucks,van,Vancouver Canucks,VAN,North,1467,2000,56,23.1,32.9,3.8,50,6.33,0,0.1,24.44,0.1,0.05,0.05,0,1521,11,2021-05-09
Blackhawks,chi,Chicago Blackhawks,CHI,Central,1467,2000,56,24,32,6.3,54.2,6,0,0,20.96,0,0,0,0,1463,21,2021-05-09
Kings,la,Los Angeles Kings,LAK,West,1456,2000,56,22.1,33.9,6.4,50.5,6.3,0,0,24.23,0,0,0,0,1576,3,2021-05-09
Blue Jackets,cbj,Columbus Blue Jackets,CBJ,Central,1450,2000,56,18,38,12,48,8,0,0,27.82,0,0,0,0,NA,NA,2021-05-09
Senators,ott,Ottawa Senators,OTT,North,1449,2000,56,22.8,33.2,5.2,50.9,6.26,0,0,23.75,0,0,0,0,1521,12,2021-05-09
Devils,nj,New Jersey Devils,NJD,East,1440,2000,56,19.4,36.6,7.1,45.9,7,0,0,28.96,0,0,0,0,1535,9,2021-05-09
Sharks,sj,San Jose Sharks,SJS,West,1436,2000,56,21.3,34.7,7.1,49.8,6.68,0,0,25.09,0,0,0,0,1545,7,2021-05-09
Ducks,ana,Anaheim Ducks,ANA,West,1416,2000,56,17,39,9,43,8,0,0,30,0,0,0,0,NA,NA,2021-05-09
Sabres,buf,Buffalo Sabres,BUF,East,1413,2000,56,15,41,7,37,8,0,0,31,0,0,0,0,NA,NA,2021-05-09
Red Wings,det,Detroit Red Wings,DET,Central,1407,2000,56,19,37,10,48,7,0,0,26.82,0,0,0,0,NA,NA,2021-05-09
Golden Knights,vgs,Vegas Golden Knights,VEG,West,1595,2000,56,40.2,15.8,2.2,82.6,1.09,91.15,100,1.18,72.4,42.4,27.9,16.6,1511,15,2021-05-10
Avalanche,col,Colorado Avalanche,COL,West,1584,2000,56,37.9,18.1,4.3,80,1.98,8.85,100,2.89,62.75,32.05,20.75,12.95,1485,19,2021-05-10
Lightning,tb,Tampa Bay Lightning,TBL,Central,1587,2000,56,36.5,19.5,3.1,76.1,2.61,0,100,6.93,62.1,37.1,21.95,11.3,1597,2,2021-05-10
Hurricanes,car,Carolina Hurricanes,CAR,Central,1570,2000,56,36.5,19.5,8.1,81.2,1,100,100,2.4,66.55,34.05,19.5,10.3,1553,5,2021-05-10
Maple Leafs,tor,Toronto Maple Leafs,TOR,North,1555,2000,56,36.1,19.9,6.2,78.4,1,100,100,4.97,69,40.75,18.75,8.2,1528,10,2021-05-10
Bruins,bos,Boston Bruins,BOS,East,1570,2000,56,33.1,22.9,7.2,73.4,3.21,0,100,10.46,53.6,29.85,14.4,7.15,1549,6,2021-05-10
Penguins,pit,Pittsburgh Penguins,PIT,East,1561,2000,56,37,19,3,77,1,100,100,6.17,52.45,26.3,13,6.1,NA,NA,2021-05-10
Capitals,wsh,Washington Capitals,WSH,East,1549,2000,56,35.5,20.5,5.1,76.2,2,0,100,8.17,47.4,23,10,4.5,1520,13,2021-05-10
Oilers,edm,Edmonton Oilers,EDM,North,1531,2000,56,34.6,21.4,2.4,71.7,2,0,100,10.98,55.55,27.85,10.5,4.25,1493,18,2021-05-10
Panthers,fla,Florida Panthers,FLA,Central,1547,2000,56,36.5,19.5,5.1,78.1,2.39,0,100,5.63,37.9,18.45,9.5,4.15,1537,8,2021-05-10
Islanders,nyi,New York Islanders,NYI,East,1549,2000,56,32.4,23.6,6.1,71,3.79,0,100,11.56,46.55,20.85,8.65,4.05,1620,1,2021-05-10
Wild,min,Minnesota Wild,MIN,West,1545,2000,56,36,20,5.2,77.2,2.94,0,100,6.68,37.75,16.3,8.6,4,1558,4,2021-05-10
Jets,wpg,Winnipeg Jets,WPG,North,1512,2000,56,29.7,26.3,3.3,62.8,3.02,0,100,13.74,44.45,20.3,6.7,2.4,1446,23,2021-05-10
